src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,Label,Attack_Type,capture_id,usage,source_csv
172.30.0.11,172.30.0.10,54438,8080,6,2026-05-03 18:20:27,0.003811,202833.9018630281,2361.5848858567306,1574.389923904487,787.1949619522435,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.000476375,0.0035,0.0,0.0011437564139164,0.003811,0.003527,0.0,0.0007622,0.0013833676879268,0.003742,0.00354,0.000202,0.001871,0.001669,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5,68.66666666666667,0,6,3,567,206,0,benign,benign_02,train,benign_02.csv
172.30.0.12,172.30.0.10,45826,8080,6,2026-05-03 18:20:32,0.001116,692652.329749104,8064.516129032258,5376.344086021505,2688.1720430107525,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.0001394999999999,0.000913,0.0,0.0002937801048403,0.001116,0.000929,0.0,0.0002232,0.0003543943566142,0.001068,0.000938,0.00013,0.000534,0.000404,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5,68.66666666666667,0,6,3,567,206,0,benign,benign_02,train,benign_02.csv
172.30.0.11,172.30.0.10,54440,8080,6,2026-05-03 18:20:32,0.002656,291039.156626506,3388.55421686747,2259.0361445783133,1129.5180722891566,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.0003319999999999,0.002175,0.0,0.0007041844573689,0.002656,0.0022,0.0,0.0005312,0.0008426618301548,0.002604,0.002208,0.000396,0.001302,0.000906,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5,68.66666666666667,0,6,3,567,206,0,benign,benign_02,train,benign_02.csv
172.30.0.11,172.30.0.10,33914,8080,6,2026-05-03 18:20:37,0.002709,285345.14581026207,3322.2591362126245,2214.839424141749,1107.4197120708748,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.0003386249999999,0.002512,0.0,0.0008219268424713,0.002709,0.00254,0.0,0.0005418,0.0009995991996795,0.002652,0.002531,0.000121,0.001326,0.001205,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5,68.66666666666667,0,6,3,567,206,0,benign,benign_02,train,benign_02.csv
172.30.0.12,172.30.0.10,35634,8080,6,2026-05-03 18:20:38,0.000998,774549.0981963928,9018.036072144288,6012.024048096193,3006.0120240480965,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.00012475,0.000801,0.0,0.0002576212093364,0.000998,0.000825,0.0,0.0001996,0.0003148616203985,0.000949,0.000817,0.000132,0.0004745,0.0003425,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5,68.66666666666667,0,6,3,567,206,0,benign,benign_02,train,benign_02.csv
172.30.0.11,172.30.0.10,33928,8080,6,2026-05-03 18:20:41,0.003712,208243.5344827586,2424.5689655172414,1616.3793103448277,808.1896551724138,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.000464,0.003333,0.0,0.0010873747054258,0.003712,0.003361,0.0,0.0007424,0.0013125588139203,0.003654,0.003359,0.000295,0.001827,0.001532,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5,68.66666666666667,0,6,3,567,206,0,benign,benign_02,train,benign_02.csv
172.30.0.12,172.30.0.10,35636,8080,6,2026-05-03 18:20:44,0.002044,378180.0391389433,4403.131115459883,2935.420743639922,1467.710371819961,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.0002555,0.001612,0.0,0.0005227233972188,0.002044,0.001639,0.0,0.0004088,0.0006262374629483,0.00198,0.00163,0.00035,0.00099,0.0006399999999999,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5,68.66666666666667,0,6,3,567,206,0,benign,benign_02,train,benign_02.csv
172.30.0.11,172.30.0.10,33944,8080,6,2026-05-03 18:20:44,0.001235,625101.2145748988,7287.44939271255,4858.299595141701,2429.1497975708503,6,3,566,206,220,66,94.33333333333331,56.31360601330928,74,66,68.66666666666667,3.771236166328253,220,66,85.77777777777777,47.594999218586864,2265.283950617284,120,60,20,1,0.000154375,0.000571,0.0,0.0002311941486608,0.001235,0.000571,0.0,0.000247,0.0002603635919248,0.0011519999999999,0.000596,0.000556,0.0005759999999999,2e-05,1,0,0,0,2,3,0,1,7,0,0,0.5,85.77777777777777,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.33333333333331,68.66666666666667,0,6,3,566,206,0,benign,benign_02,train,benign_02.csv
172.30.0.11,172.30.0.10,43906,8080,6,2026-05-03 18:20:48,0.001943,397838.394235718,4632.012352032939,3088.0082346886256,1544.0041173443128,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.000242875,0.001781,0.0,0.0005816894440979,0.0019429999999999,0.001813,0.0,0.0003885999999999,0.0007125597799483,0.001883,0.001794,8.9e-05,0.0009415,0.0008525,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5,68.66666666666667,0,6,3,567,206,0,benign,benign_02,train,benign_02.csv
172.30.0.12,172.30.0.10,51728,8080,6,2026-05-03 18:20:50,0.001008,766865.0793650794,8928.57142857143,5952.380952380952,2976.190476190476,6,3,567,206,221,66,94.5,56.68553607402862,74,66,68.66666666666667,3.771236166328253,221,66,85.88888888888889,47.90834871442774,2295.20987654321,120,60,20,1,0.000126,0.000487,0.0,0.0001876819117549,0.001008,0.000507,0.0,0.0002016,0.0002131174324169,0.000953,0.000509,0.000444,0.0004765,3.2500000000000004e-05,1,0,0,0,2,3,0,1,7,0,0,0.5,85.88888888888889,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5,68.66666666666667,0,6,3,567,206,0,benign,benign_02,train,benign_02.csv
172.30.0.11,172.30.0.10,43908,8080,6,2026-05-03 18:20:52,0.000695,1110791.3669064748,12949.640287769784,8633.093525179856,4316.546762589928,6,3,566,206,220,66,94.33333333333331,56.31360601330928,74,66,68.66666666666667,3.771236166328253,220,66,85.77777777777777,47.594999218586864,2265.283950617284,120,60,20,1,8.6875e-05,0.000544,0.0,0.0001739931302523,0.000695,0.000563,0.0,0.000139,0.0002132960384067,0.000651,0.00056,9.1e-05,0.0003255,0.0002344999999999,1,0,0,0,2,3,0,1,7,0,0,0.5,85.77777777777777,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.33333333333331,68.66666666666667,0,6,3,566,206,0,benign,benign_02,train,benign_02.csv
172.30.0.12,172.30.0.10,49632,8080,6,2026-05-03 18:20:55,0.001086,710865.5616942911,8287.292817679558,5524.861878453039,2762.4309392265195,6,3,566,206,220,66,94.33333333333331,56.31360601330928,74,66,68.66666666666667,3.771236166328253,220,66,85.77777777777777,47.594999218586864,2265.283950617284,120,60,20,1,0.00013575,0.000843,0.0,0.0002716595985788,0.001086,0.000866,0.0,0.0002172,0.0003290923274705,0.00104,0.000861,0.000179,0.00052,0.000341,1,0,0,0,2,3,0,1,7,0,0,0.5,85.77777777777777,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.33333333333331,68.66666666666667,0,6,3,566,206,0,benign,benign_02,train,benign_02.csv
